2023/11/07 09:33:48:480 	Total Order Loaded 592
2023/11/07 12:04:37:257 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:04:37:257 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:04:37:257 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:04:44:659 	m_ClientList_forDeal_locked
2023/11/07 12:04:47:259 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:04:47:259 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:04:47:259 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:04:57:259 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:04:57:259 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:04:57:259 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:05:07:259 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:05:07:259 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:05:07:259 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:05:17:258 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:05:17:258 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:05:17:258 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:05:27:259 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:05:27:259 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:05:27:259 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:05:37:258 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:05:37:258 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:05:37:258 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:05:47:259 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:05:47:259 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:05:47:259 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:05:57:259 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:05:57:259 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:05:57:259 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:06:07:259 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:06:07:259 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:06:07:259 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:06:17:261 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:06:17:261 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:06:17:261 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:06:27:260 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:06:27:260 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:06:27:260 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:06:37:261 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:06:37:261 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:06:37:261 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:06:47:261 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:06:47:261 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:06:47:261 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:06:57:261 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:06:57:261 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:06:57:261 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:07:07:261 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:07:07:261 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:07:07:261 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:07:17:260 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:07:17:260 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:07:17:260 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:07:27:263 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:07:27:263 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:07:27:263 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:07:29:329 	m_ClientList_forDeal_locked
2023/11/07 12:07:37:262 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:07:37:262 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:07:37:262 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:07:47:265 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:07:47:265 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:07:47:265 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:07:57:265 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:07:57:265 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:07:57:265 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:08:07:264 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:08:07:264 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:08:07:264 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:08:17:267 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:08:17:267 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:08:17:267 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:08:27:266 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:08:27:266 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:08:27:267 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:08:37:268 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:08:37:268 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:08:37:268 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:08:47:268 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:08:47:268 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:08:47:268 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:08:57:271 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:08:57:271 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:08:57:271 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:09:07:272 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:09:07:272 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:09:07:272 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:09:17:271 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:09:17:271 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:09:17:271 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:09:27:272 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:09:27:272 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:09:27:273 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
